21.4283 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
268.2372 	EXP 	line2: autoDraw = True
268.2372 	EXP 	line3: autoDraw = True
268.2372 	EXP 	line4: autoDraw = True
269.2381 	INFO 	Keyboard events cleared
269.2372 	EXP 	probe: autoDraw = True
269.5772 	DATA 	Keypress: c
269.5898 	EXP 	New trial (rep=24, index=3): <Trial 99 (3 in rep 24) data={'pos': -150, 'corr_resp': 'z', 'thisN': 99, 'thisTrialN': 3, 'thisRepN': 24}>
269.6037 	EXP 	fixation: autoDraw = False
269.6037 	EXP 	line1: autoDraw = False
269.6037 	EXP 	line2: autoDraw = False
269.6037 	EXP 	line3: autoDraw = False
269.6037 	EXP 	line4: autoDraw = False
269.6037 	EXP 	probe: autoDraw = False
269.6037 	EXP 	fixation: autoDraw = True
270.6036 	EXP 	fixation: autoDraw = False
270.6036 	EXP 	line1: autoDraw = True
270.6036 	EXP 	line2: autoDraw = True
270.6036 	EXP 	line3: autoDraw = True
270.6036 	EXP 	line4: autoDraw = True
271.6042 	INFO 	Keyboard events cleared
271.6035 	EXP 	probe: autoDraw = True
272.0226 	EXP 	New trial (rep=25, index=0): <Trial 100 (0 in rep 25) data={'pos': -50, 'corr_resp': 'x', 'thisN': 100, 'thisTrialN': 0, 'thisRepN': 25}>
272.0244 	DATA 	Keypress: z
272.0368 	EXP 	fixation: autoDraw = False
272.0368 	EXP 	line1: autoDraw = False
272.0368 	EXP 	line2: autoDraw = False
272.0368 	EXP 	line3: autoDraw = False
272.0368 	EXP 	line4: autoDraw = False
272.0368 	EXP 	probe: autoDraw = False
272.0368 	EXP 	fixation: autoDraw = True
273.0367 	EXP 	fixation: autoDraw = False
273.0367 	EXP 	line1: autoDraw = True
273.0367 	EXP 	line2: autoDraw = True
273.0367 	EXP 	line3: autoDraw = True
273.0367 	EXP 	line4: autoDraw = True
274.0375 	INFO 	Keyboard events cleared
274.0368 	EXP 	probe: autoDraw = True
274.5886 	EXP 	New trial (rep=25, index=1): <Trial 101 (1 in rep 25) data={'pos': 150, 'corr_resp': 'v', 'thisN': 101, 'thisTrialN': 1, 'thisRepN': 25}>
274.5905 	DATA 	Keypress: x
274.6038 	EXP 	fixation: autoDraw = False
274.6038 	EXP 	line1: autoDraw = False
274.6038 	EXP 	line2: autoDraw = False
274.6038 	EXP 	line3: autoDraw = False
274.6038 	EXP 	line4: autoDraw = False
274.6038 	EXP 	probe: autoDraw = False
274.6038 	EXP 	fixation: autoDraw = True
275.6033 	EXP 	fixation: autoDraw = False
275.6033 	EXP 	line1: autoDraw = True
275.6033 	EXP 	line2: autoDraw = True
275.6033 	EXP 	line3: autoDraw = True
275.6033 	EXP 	line4: autoDraw = True
276.6039 	INFO 	Keyboard events cleared
276.6032 	EXP 	probe: autoDraw = True
277.9552 	EXP 	New trial (rep=25, index=2): <Trial 102 (2 in rep 25) data={'pos': 50, 'corr_resp': 'c', 'thisN': 102, 'thisTrialN': 2, 'thisRepN': 25}>
277.9571 	DATA 	Keypress: v
277.9703 	EXP 	fixation: autoDraw = False
277.9703 	EXP 	line1: autoDraw = False
277.9703 	EXP 	line2: autoDraw = False
277.9703 	EXP 	line3: autoDraw = False
277.9703 	EXP 	line4: autoDraw = False
277.9703 	EXP 	probe: autoDraw = False
277.9703 	EXP 	fixation: autoDraw = True
278.9701 	EXP 	fixation: autoDraw = False
278.9701 	EXP 	line1: autoDraw = True
278.9701 	EXP 	line2: autoDraw = True
278.9701 	EXP 	line3: autoDraw = True
278.9701 	EXP 	line4: autoDraw = True
279.9703 	INFO 	Keyboard events cleared
279.9697 	EXP 	probe: autoDraw = True
280.3714 	EXP 	New trial (rep=25, index=3): <Trial 103 (3 in rep 25) data={'pos': -150, 'corr_resp': 'z', 'thisN': 103, 'thisTrialN': 3, 'thisRepN': 25}>
280.3735 	DATA 	Keypress: c
280.3863 	EXP 	fixation: autoDraw = False
280.3863 	EXP 	line1: autoDraw = False
280.3863 	EXP 	line2: autoDraw = False
280.3863 	EXP 	line3: autoDraw = False
280.3863 	EXP 	line4: autoDraw = False
280.3863 	EXP 	probe: autoDraw = False
280.3863 	EXP 	fixation: autoDraw = True
281.3864 	EXP 	fixation: autoDraw = False
281.3864 	EXP 	line1: autoDraw = True
281.3864 	EXP 	line2: autoDraw = True
281.3864 	EXP 	line3: autoDraw = True
281.3864 	EXP 	line4: autoDraw = True
282.3874 	INFO 	Keyboard events cleared
282.3867 	EXP 	probe: autoDraw = True
283.2719 	EXP 	New trial (rep=26, index=0): <Trial 104 (0 in rep 26) data={'pos': -50, 'corr_resp': 'x', 'thisN': 104, 'thisTrialN': 0, 'thisRepN': 26}>
283.2737 	DATA 	Keypress: z
283.2863 	EXP 	fixation: autoDraw = False
283.2863 	EXP 	line1: autoDraw = False
283.2863 	EXP 	line2: autoDraw = False
283.2863 	EXP 	line3: autoDraw = False
283.2863 	EXP 	line4: autoDraw = False
283.2863 	EXP 	probe: autoDraw = False
283.2863 	EXP 	fixation: autoDraw = True
284.2865 	EXP 	fixation: autoDraw = False
284.2865 	EXP 	line1: autoDraw = True
284.2865 	EXP 	line2: autoDraw = True
284.2865 	EXP 	line3: autoDraw = True
284.2865 	EXP 	line4: autoDraw = True
285.2870 	INFO 	Keyboard events cleared
285.2863 	EXP 	probe: autoDraw = True
285.7713 	EXP 	New trial (rep=26, index=1): <Trial 105 (1 in rep 26) data={'pos': 150, 'corr_resp': 'v', 'thisN': 105, 'thisTrialN': 1, 'thisRepN': 26}>
285.7732 	DATA 	Keypress: x
285.7865 	EXP 	fixation: autoDraw = False
285.7865 	EXP 	line1: autoDraw = False
285.7865 	EXP 	line2: autoDraw = False
285.7865 	EXP 	line3: autoDraw = False
285.7865 	EXP 	line4: autoDraw = False
285.7865 	EXP 	probe: autoDraw = False
285.7865 	EXP 	fixation: autoDraw = True
286.7862 	EXP 	fixation: autoDraw = False
286.7862 	EXP 	line1: autoDraw = True
286.7862 	EXP 	line2: autoDraw = True
286.7862 	EXP 	line3: autoDraw = True
286.7862 	EXP 	line4: autoDraw = True
287.7871 	INFO 	Keyboard events cleared
287.7863 	EXP 	probe: autoDraw = True
288.1898 	DATA 	Keypress: v
288.2043 	EXP 	New trial (rep=26, index=2): <Trial 106 (2 in rep 26) data={'pos': 50, 'corr_resp': 'c', 'thisN': 106, 'thisTrialN': 2, 'thisRepN': 26}>
288.2194 	EXP 	fixation: autoDraw = False
288.2194 	EXP 	line1: autoDraw = False
288.2194 	EXP 	line2: autoDraw = False
288.2194 	EXP 	line3: autoDraw = False
288.2194 	EXP 	line4: autoDraw = False
288.2194 	EXP 	probe: autoDraw = False
288.2194 	EXP 	fixation: autoDraw = True
289.2197 	EXP 	fixation: autoDraw = False
289.2197 	EXP 	line1: autoDraw = True
289.2197 	EXP 	line2: autoDraw = True
289.2197 	EXP 	line3: autoDraw = True
289.2197 	EXP 	line4: autoDraw = True
290.2206 	INFO 	Keyboard events cleared
290.2198 	EXP 	probe: autoDraw = True
290.5216 	EXP 	New trial (rep=26, index=3): <Trial 107 (3 in rep 26) data={'pos': -150, 'corr_resp': 'z', 'thisN': 107, 'thisTrialN': 3, 'thisRepN': 26}>
290.5236 	DATA 	Keypress: c
290.5360 	EXP 	fixation: autoDraw = False
290.5360 	EXP 	line1: autoDraw = False
290.5360 	EXP 	line2: autoDraw = False
290.5360 	EXP 	line3: autoDraw = False
290.5360 	EXP 	line4: autoDraw = False
290.5360 	EXP 	probe: autoDraw = False
290.5360 	EXP 	fixation: autoDraw = True
291.5360 	EXP 	fixation: autoDraw = False
291.5360 	EXP 	line1: autoDraw = True
291.5360 	EXP 	line2: autoDraw = True
291.5360 	EXP 	line3: autoDraw = True
291.5360 	EXP 	line4: autoDraw = True
292.5366 	INFO 	Keyboard events cleared
292.5359 	EXP 	probe: autoDraw = True
293.7710 	EXP 	New trial (rep=27, index=0): <Trial 108 (0 in rep 27) data={'pos': -50, 'corr_resp': 'x', 'thisN': 108, 'thisTrialN': 0, 'thisRepN': 27}>
293.7728 	DATA 	Keypress: z
293.7862 	EXP 	fixation: autoDraw = False
293.7862 	EXP 	line1: autoDraw = False
293.7862 	EXP 	line2: autoDraw = False
293.7862 	EXP 	line3: autoDraw = False
293.7862 	EXP 	line4: autoDraw = False
293.7862 	EXP 	probe: autoDraw = False
293.7862 	EXP 	fixation: autoDraw = True
294.7860 	EXP 	fixation: autoDraw = False
294.7860 	EXP 	line1: autoDraw = True
294.7860 	EXP 	line2: autoDraw = True
294.7860 	EXP 	line3: autoDraw = True
294.7860 	EXP 	line4: autoDraw = True
295.7868 	INFO 	Keyboard events cleared
295.7860 	EXP 	probe: autoDraw = True
296.1875 	EXP 	New trial (rep=27, index=1): <Trial 109 (1 in rep 27) data={'pos': 150, 'corr_resp': 'v', 'thisN': 109, 'thisTrialN': 1, 'thisRepN': 27}>
296.1893 	DATA 	Keypress: x
296.2023 	EXP 	fixation: autoDraw = False
296.2023 	EXP 	line1: autoDraw = False
296.2023 	EXP 	line2: autoDraw = False
296.2023 	EXP 	line3: autoDraw = False
296.2023 	EXP 	line4: autoDraw = False
296.2023 	EXP 	probe: autoDraw = False
296.2023 	EXP 	fixation: autoDraw = True
297.2028 	EXP 	fixation: autoDraw = False
297.2028 	EXP 	line1: autoDraw = True
297.2028 	EXP 	line2: autoDraw = True
297.2028 	EXP 	line3: autoDraw = True
297.2028 	EXP 	line4: autoDraw = True
298.2036 	INFO 	Keyboard events cleared
298.2025 	EXP 	probe: autoDraw = True
298.4930 	DATA 	Keypress: v
298.5055 	EXP 	New trial (rep=27, index=2): <Trial 110 (2 in rep 27) data={'pos': 50, 'corr_resp': 'c', 'thisN': 110, 'thisTrialN': 2, 'thisRepN': 27}>
298.5189 	EXP 	fixation: autoDraw = False
298.5189 	EXP 	line1: autoDraw = False
298.5189 	EXP 	line2: autoDraw = False
298.5189 	EXP 	line3: autoDraw = False
298.5189 	EXP 	line4: autoDraw = False
298.5189 	EXP 	probe: autoDraw = False
298.5189 	EXP 	fixation: autoDraw = True
299.5193 	EXP 	fixation: autoDraw = False
299.5193 	EXP 	line1: autoDraw = True
299.5193 	EXP 	line2: autoDraw = True
299.5193 	EXP 	line3: autoDraw = True
299.5193 	EXP 	line4: autoDraw = True
300.5196 	INFO 	Keyboard events cleared
300.5189 	EXP 	probe: autoDraw = True
300.8539 	EXP 	New trial (rep=27, index=3): <Trial 111 (3 in rep 27) data={'pos': -150, 'corr_resp': 'z', 'thisN': 111, 'thisTrialN': 3, 'thisRepN': 27}>
300.8559 	DATA 	Keypress: c
300.8689 	EXP 	fixation: autoDraw = False
300.8689 	EXP 	line1: autoDraw = False
300.8689 	EXP 	line2: autoDraw = False
300.8689 	EXP 	line3: autoDraw = False
300.8689 	EXP 	line4: autoDraw = False
300.8689 	EXP 	probe: autoDraw = False
300.8689 	EXP 	fixation: autoDraw = True
301.8691 	EXP 	fixation: autoDraw = False
301.8691 	EXP 	line1: autoDraw = True
301.8691 	EXP 	line2: autoDraw = True
301.8691 	EXP 	line3: autoDraw = True
301.8691 	EXP 	line4: autoDraw = True
302.8697 	INFO 	Keyboard events cleared
302.8690 	EXP 	probe: autoDraw = True
303.2877 	EXP 	New trial (rep=28, index=0): <Trial 112 (0 in rep 28) data={'pos': -50, 'corr_resp': 'x', 'thisN': 112, 'thisTrialN': 0, 'thisRepN': 28}>
303.2896 	DATA 	Keypress: z
303.3020 	EXP 	fixation: autoDraw = False
303.3020 	EXP 	line1: autoDraw = False
303.3020 	EXP 	line2: autoDraw = False
303.3020 	EXP 	line3: autoDraw = False
303.3020 	EXP 	line4: autoDraw = False
303.3020 	EXP 	probe: autoDraw = False
303.3020 	EXP 	fixation: autoDraw = True
304.3019 	EXP 	fixation: autoDraw = False
304.3019 	EXP 	line1: autoDraw = True
304.3019 	EXP 	line2: autoDraw = True
304.3019 	EXP 	line3: autoDraw = True
304.3019 	EXP 	line4: autoDraw = True
305.3031 	INFO 	Keyboard events cleared
305.3024 	EXP 	probe: autoDraw = True
305.7036 	EXP 	New trial (rep=28, index=1): <Trial 113 (1 in rep 28) data={'pos': 150, 'corr_resp': 'v', 'thisN': 113, 'thisTrialN': 1, 'thisRepN': 28}>
305.7055 	DATA 	Keypress: x
305.7186 	EXP 	fixation: autoDraw = False
305.7186 	EXP 	line1: autoDraw = False
305.7186 	EXP 	line2: autoDraw = False
305.7186 	EXP 	line3: autoDraw = False
305.7186 	EXP 	line4: autoDraw = False
305.7186 	EXP 	probe: autoDraw = False
305.7186 	EXP 	fixation: autoDraw = True
306.7189 	EXP 	fixation: autoDraw = False
306.7189 	EXP 	line1: autoDraw = True
306.7189 	EXP 	line2: autoDraw = True
306.7189 	EXP 	line3: autoDraw = True
306.7189 	EXP 	line4: autoDraw = True
307.7194 	INFO 	Keyboard events cleared
307.7187 	EXP 	probe: autoDraw = True
308.0368 	EXP 	New trial (rep=28, index=2): <Trial 114 (2 in rep 28) data={'pos': 50, 'corr_resp': 'c', 'thisN': 114, 'thisTrialN': 2, 'thisRepN': 28}>
308.0385 	DATA 	Keypress: v
308.0518 	EXP 	fixation: autoDraw = False
308.0518 	EXP 	line1: autoDraw = False
308.0518 	EXP 	line2: autoDraw = False
308.0518 	EXP 	line3: autoDraw = False
308.0518 	EXP 	line4: autoDraw = False
308.0518 	EXP 	probe: autoDraw = False
308.0518 	EXP 	fixation: autoDraw = True
309.0517 	EXP 	fixation: autoDraw = False
309.0517 	EXP 	line1: autoDraw = True
309.0517 	EXP 	line2: autoDraw = True
309.0517 	EXP 	line3: autoDraw = True
309.0517 	EXP 	line4: autoDraw = True
310.0529 	INFO 	Keyboard events cleared
310.0522 	EXP 	probe: autoDraw = True
310.4033 	EXP 	New trial (rep=28, index=3): <Trial 115 (3 in rep 28) data={'pos': -150, 'corr_resp': 'z', 'thisN': 115, 'thisTrialN': 3, 'thisRepN': 28}>
310.4054 	DATA 	Keypress: c
310.4187 	EXP 	fixation: autoDraw = False
310.4187 	EXP 	line1: autoDraw = False
310.4187 	EXP 	line2: autoDraw = False
310.4187 	EXP 	line3: autoDraw = False
310.4187 	EXP 	line4: autoDraw = False
310.4187 	EXP 	probe: autoDraw = False
310.4187 	EXP 	fixation: autoDraw = True
311.4184 	EXP 	fixation: autoDraw = False
311.4184 	EXP 	line1: autoDraw = True
311.4184 	EXP 	line2: autoDraw = True
311.4184 	EXP 	line3: autoDraw = True
311.4184 	EXP 	line4: autoDraw = True
312.4190 	INFO 	Keyboard events cleared
312.4183 	EXP 	probe: autoDraw = True
314.7371 	EXP 	New trial (rep=29, index=0): <Trial 116 (0 in rep 29) data={'pos': -50, 'corr_resp': 'x', 'thisN': 116, 'thisTrialN': 0, 'thisRepN': 29}>
314.7390 	DATA 	Keypress: z
314.7514 	EXP 	fixation: autoDraw = False
314.7514 	EXP 	line1: autoDraw = False
314.7514 	EXP 	line2: autoDraw = False
314.7514 	EXP 	line3: autoDraw = False
314.7514 	EXP 	line4: autoDraw = False
314.7514 	EXP 	probe: autoDraw = False
314.7514 	EXP 	fixation: autoDraw = True
315.7514 	EXP 	fixation: autoDraw = False
315.7514 	EXP 	line1: autoDraw = True
315.7514 	EXP 	line2: autoDraw = True
315.7514 	EXP 	line3: autoDraw = True
315.7514 	EXP 	line4: autoDraw = True
316.7521 	INFO 	Keyboard events cleared
316.7514 	EXP 	probe: autoDraw = True
317.0863 	EXP 	New trial (rep=29, index=1): <Trial 117 (1 in rep 29) data={'pos': 150, 'corr_resp': 'v', 'thisN': 117, 'thisTrialN': 1, 'thisRepN': 29}>
317.0882 	DATA 	Keypress: x
317.1014 	EXP 	fixation: autoDraw = False
317.1014 	EXP 	line1: autoDraw = False
317.1014 	EXP 	line2: autoDraw = False
317.1014 	EXP 	line3: autoDraw = False
317.1014 	EXP 	line4: autoDraw = False
317.1014 	EXP 	probe: autoDraw = False
317.1014 	EXP 	fixation: autoDraw = True
318.1014 	EXP 	fixation: autoDraw = False
318.1014 	EXP 	line1: autoDraw = True
318.1014 	EXP 	line2: autoDraw = True
318.1014 	EXP 	line3: autoDraw = True
318.1014 	EXP 	line4: autoDraw = True
319.1020 	INFO 	Keyboard events cleared
319.1014 	EXP 	probe: autoDraw = True
319.4196 	EXP 	New trial (rep=29, index=2): <Trial 118 (2 in rep 29) data={'pos': 50, 'corr_resp': 'c', 'thisN': 118, 'thisTrialN': 2, 'thisRepN': 29}>
319.4216 	DATA 	Keypress: v
319.4351 	EXP 	fixation: autoDraw = False
319.4351 	EXP 	line1: autoDraw = False
319.4351 	EXP 	line2: autoDraw = False
319.4351 	EXP 	line3: autoDraw = False
319.4351 	EXP 	line4: autoDraw = False
319.4351 	EXP 	probe: autoDraw = False
319.4351 	EXP 	fixation: autoDraw = True
320.4348 	EXP 	fixation: autoDraw = False
320.4348 	EXP 	line1: autoDraw = True
320.4348 	EXP 	line2: autoDraw = True
320.4348 	EXP 	line3: autoDraw = True
320.4348 	EXP 	line4: autoDraw = True
321.4355 	INFO 	Keyboard events cleared
321.4349 	EXP 	probe: autoDraw = True
321.7711 	DATA 	Keypress: c
321.7866 	EXP 	New trial (rep=29, index=3): <Trial 119 (3 in rep 29) data={'pos': -150, 'corr_resp': 'z', 'thisN': 119, 'thisTrialN': 3, 'thisRepN': 29}>
321.8017 	EXP 	fixation: autoDraw = False
321.8017 	EXP 	line1: autoDraw = False
321.8017 	EXP 	line2: autoDraw = False
321.8017 	EXP 	line3: autoDraw = False
321.8017 	EXP 	line4: autoDraw = False
321.8017 	EXP 	probe: autoDraw = False
321.8017 	EXP 	fixation: autoDraw = True
322.8012 	EXP 	fixation: autoDraw = False
322.8012 	EXP 	line1: autoDraw = True
322.8012 	EXP 	line2: autoDraw = True
322.8012 	EXP 	line3: autoDraw = True
322.8012 	EXP 	line4: autoDraw = True
323.8022 	INFO 	Keyboard events cleared
323.8015 	EXP 	probe: autoDraw = True
324.1373 	EXP 	New trial (rep=30, index=0): <Trial 120 (0 in rep 30) data={'pos': -50, 'corr_resp': 'x', 'thisN': 120, 'thisTrialN': 0, 'thisRepN': 30}>
324.1393 	DATA 	Keypress: z
324.1510 	EXP 	fixation: autoDraw = False
324.1510 	EXP 	line1: autoDraw = False
324.1510 	EXP 	line2: autoDraw = False
324.1510 	EXP 	line3: autoDraw = False
324.1510 	EXP 	line4: autoDraw = False
324.1510 	EXP 	probe: autoDraw = False
324.1510 	EXP 	fixation: autoDraw = True
325.1515 	EXP 	fixation: autoDraw = False
325.1515 	EXP 	line1: autoDraw = True
325.1515 	EXP 	line2: autoDraw = True
325.1515 	EXP 	line3: autoDraw = True
325.1515 	EXP 	line4: autoDraw = True
326.1518 	INFO 	Keyboard events cleared
326.1511 	EXP 	probe: autoDraw = True
326.5040 	DATA 	Keypress: x
326.5196 	EXP 	New trial (rep=30, index=1): <Trial 121 (1 in rep 30) data={'pos': 150, 'corr_resp': 'v', 'thisN': 121, 'thisTrialN': 1, 'thisRepN': 30}>
326.5346 	EXP 	fixation: autoDraw = False
326.5346 	EXP 	line1: autoDraw = False
326.5346 	EXP 	line2: autoDraw = False
326.5346 	EXP 	line3: autoDraw = False
326.5346 	EXP 	line4: autoDraw = False
326.5346 	EXP 	probe: autoDraw = False
326.5346 	EXP 	fixation: autoDraw = True
327.5342 	EXP 	fixation: autoDraw = False
327.5342 	EXP 	line1: autoDraw = True
327.5342 	EXP 	line2: autoDraw = True
327.5342 	EXP 	line3: autoDraw = True
327.5342 	EXP 	line4: autoDraw = True
328.5353 	INFO 	Keyboard events cleared
328.5346 	EXP 	probe: autoDraw = True
328.8359 	EXP 	New trial (rep=30, index=2): <Trial 122 (2 in rep 30) data={'pos': 50, 'corr_resp': 'c', 'thisN': 122, 'thisTrialN': 2, 'thisRepN': 30}>
328.8377 	DATA 	Keypress: v
328.8509 	EXP 	fixation: autoDraw = False
328.8509 	EXP 	line1: autoDraw = False
328.8509 	EXP 	line2: autoDraw = False
328.8509 	EXP 	line3: autoDraw = False
328.8509 	EXP 	line4: autoDraw = False
328.8509 	EXP 	probe: autoDraw = False
328.8509 	EXP 	fixation: autoDraw = True
329.8508 	EXP 	fixation: autoDraw = False
329.8508 	EXP 	line1: autoDraw = True
329.8508 	EXP 	line2: autoDraw = True
329.8508 	EXP 	line3: autoDraw = True
329.8508 	EXP 	line4: autoDraw = True
330.8519 	INFO 	Keyboard events cleared
330.8512 	EXP 	probe: autoDraw = True
331.2854 	EXP 	New trial (rep=30, index=3): <Trial 123 (3 in rep 30) data={'pos': -150, 'corr_resp': 'z', 'thisN': 123, 'thisTrialN': 3, 'thisRepN': 30}>
331.2873 	DATA 	Keypress: c
331.3006 	EXP 	fixation: autoDraw = False
331.3006 	EXP 	line1: autoDraw = False
331.3006 	EXP 	line2: autoDraw = False
331.3006 	EXP 	line3: autoDraw = False
331.3006 	EXP 	line4: autoDraw = False
331.3006 	EXP 	probe: autoDraw = False
331.3006 	EXP 	fixation: autoDraw = True
332.3010 	EXP 	fixation: autoDraw = False
332.3010 	EXP 	line1: autoDraw = True
332.3010 	EXP 	line2: autoDraw = True
332.3010 	EXP 	line3: autoDraw = True
332.3010 	EXP 	line4: autoDraw = True
333.2846 	INFO 	Keyboard events cleared
333.2840 	EXP 	probe: autoDraw = True
333.6187 	EXP 	New trial (rep=31, index=0): <Trial 124 (0 in rep 31) data={'pos': -50, 'corr_resp': 'x', 'thisN': 124, 'thisTrialN': 0, 'thisRepN': 31}>
333.6207 	DATA 	Keypress: z
333.6340 	EXP 	fixation: autoDraw = False
333.6340 	EXP 	line1: autoDraw = False
333.6340 	EXP 	line2: autoDraw = False
333.6340 	EXP 	line3: autoDraw = False
333.6340 	EXP 	line4: autoDraw = False
333.6340 	EXP 	probe: autoDraw = False
333.6340 	EXP 	fixation: autoDraw = True
334.6342 	EXP 	fixation: autoDraw = False
334.6342 	EXP 	line1: autoDraw = True
334.6342 	EXP 	line2: autoDraw = True
334.6342 	EXP 	line3: autoDraw = True
334.6342 	EXP 	line4: autoDraw = True
335.6347 	INFO 	Keyboard events cleared
335.6339 	EXP 	probe: autoDraw = True
336.3688 	EXP 	New trial (rep=31, index=1): <Trial 125 (1 in rep 31) data={'pos': 150, 'corr_resp': 'v', 'thisN': 125, 'thisTrialN': 1, 'thisRepN': 31}>
336.3707 	DATA 	Keypress: x
336.3842 	EXP 	fixation: autoDraw = False
336.3842 	EXP 	line1: autoDraw = False
336.3842 	EXP 	line2: autoDraw = False
336.3842 	EXP 	line3: autoDraw = False
336.3842 	EXP 	line4: autoDraw = False
336.3842 	EXP 	probe: autoDraw = False
336.3842 	EXP 	fixation: autoDraw = True
337.3838 	EXP 	fixation: autoDraw = False
337.3838 	EXP 	line1: autoDraw = True
337.3838 	EXP 	line2: autoDraw = True
337.3838 	EXP 	line3: autoDraw = True
337.3838 	EXP 	line4: autoDraw = True
338.3851 	INFO 	Keyboard events cleared
338.3843 	EXP 	probe: autoDraw = True
338.7360 	EXP 	New trial (rep=31, index=2): <Trial 126 (2 in rep 31) data={'pos': 50, 'corr_resp': 'c', 'thisN': 126, 'thisTrialN': 2, 'thisRepN': 31}>
338.7379 	DATA 	Keypress: v
338.7503 	EXP 	fixation: autoDraw = False
338.7503 	EXP 	line1: autoDraw = False
338.7503 	EXP 	line2: autoDraw = False
338.7503 	EXP 	line3: autoDraw = False
338.7503 	EXP 	line4: autoDraw = False
338.7503 	EXP 	probe: autoDraw = False
338.7503 	EXP 	fixation: autoDraw = True
339.7507 	EXP 	fixation: autoDraw = False
339.7507 	EXP 	line1: autoDraw = True
339.7507 	EXP 	line2: autoDraw = True
339.7507 	EXP 	line3: autoDraw = True
339.7507 	EXP 	line4: autoDraw = True
340.7509 	INFO 	Keyboard events cleared
340.7503 	EXP 	probe: autoDraw = True
342.2373 	DATA 	Keypress: c
342.2524 	EXP 	New trial (rep=31, index=3): <Trial 127 (3 in rep 31) data={'pos': -150, 'corr_resp': 'z', 'thisN': 127, 'thisTrialN': 3, 'thisRepN': 31}>
342.2669 	EXP 	fixation: autoDraw = False
342.2669 	EXP 	line1: autoDraw = False
342.2669 	EXP 	line2: autoDraw = False
342.2669 	EXP 	line3: autoDraw = False
342.2669 	EXP 	line4: autoDraw = False
342.2669 	EXP 	probe: autoDraw = False
342.2669 	EXP 	fixation: autoDraw = True
343.2669 	EXP 	fixation: autoDraw = False
343.2669 	EXP 	line1: autoDraw = True
343.2669 	EXP 	line2: autoDraw = True
343.2669 	EXP 	line3: autoDraw = True
343.2669 	EXP 	line4: autoDraw = True
344.2675 	INFO 	Keyboard events cleared
344.2668 	EXP 	probe: autoDraw = True
344.9377 	DATA 	Keypress: z
344.9519 	EXP 	New trial (rep=32, index=0): <Trial 128 (0 in rep 32) data={'pos': -50, 'corr_resp': 'x', 'thisN': 128, 'thisTrialN': 0, 'thisRepN': 32}>
344.9667 	EXP 	fixation: autoDraw = False
344.9667 	EXP 	line1: autoDraw = False
344.9667 	EXP 	line2: autoDraw = False
344.9667 	EXP 	line3: autoDraw = False
344.9667 	EXP 	line4: autoDraw = False
344.9667 	EXP 	probe: autoDraw = False
344.9667 	EXP 	fixation: autoDraw = True
345.9666 	EXP 	fixation: autoDraw = False
345.9666 	EXP 	line1: autoDraw = True
345.9666 	EXP 	line2: autoDraw = True
345.9666 	EXP 	line3: autoDraw = True
345.9666 	EXP 	line4: autoDraw = True
346.9674 	INFO 	Keyboard events cleared
346.9667 	EXP 	probe: autoDraw = True
347.6195 	EXP 	New trial (rep=32, index=1): <Trial 129 (1 in rep 32) data={'pos': 150, 'corr_resp': 'v', 'thisN': 129, 'thisTrialN': 1, 'thisRepN': 32}>
347.6214 	DATA 	Keypress: x
347.6335 	EXP 	fixation: autoDraw = False
347.6335 	EXP 	line1: autoDraw = False
347.6335 	EXP 	line2: autoDraw = False
347.6335 	EXP 	line3: autoDraw = False
347.6335 	EXP 	line4: autoDraw = False
347.6335 	EXP 	probe: autoDraw = False
347.6335 	EXP 	fixation: autoDraw = True
348.6332 	EXP 	fixation: autoDraw = False
348.6332 	EXP 	line1: autoDraw = True
348.6332 	EXP 	line2: autoDraw = True
348.6332 	EXP 	line3: autoDraw = True
348.6332 	EXP 	line4: autoDraw = True
349.6335 	INFO 	Keyboard events cleared
349.6329 	EXP 	probe: autoDraw = True
350.0346 	EXP 	New trial (rep=32, index=2): <Trial 130 (2 in rep 32) data={'pos': 50, 'corr_resp': 'c', 'thisN': 130, 'thisTrialN': 2, 'thisRepN': 32}>
350.0364 	DATA 	Keypress: v
350.0496 	EXP 	fixation: autoDraw = False
350.0496 	EXP 	line1: autoDraw = False
350.0496 	EXP 	line2: autoDraw = False
350.0496 	EXP 	line3: autoDraw = False
350.0496 	EXP 	line4: autoDraw = False
350.0496 	EXP 	probe: autoDraw = False
350.0496 	EXP 	fixation: autoDraw = True
351.0502 	EXP 	fixation: autoDraw = False
351.0502 	EXP 	line1: autoDraw = True
351.0502 	EXP 	line2: autoDraw = True
351.0502 	EXP 	line3: autoDraw = True
351.0502 	EXP 	line4: autoDraw = True
352.0507 	INFO 	Keyboard events cleared
352.0501 	EXP 	probe: autoDraw = True
352.3849 	EXP 	New trial (rep=32, index=3): <Trial 131 (3 in rep 32) data={'pos': -150, 'corr_resp': 'z', 'thisN': 131, 'thisTrialN': 3, 'thisRepN': 32}>
352.3868 	DATA 	Keypress: c
352.4002 	EXP 	fixation: autoDraw = False
352.4002 	EXP 	line1: autoDraw = False
352.4002 	EXP 	line2: autoDraw = False
352.4002 	EXP 	line3: autoDraw = False
352.4002 	EXP 	line4: autoDraw = False
352.4002 	EXP 	probe: autoDraw = False
352.4002 	EXP 	fixation: autoDraw = True
353.3997 	EXP 	fixation: autoDraw = False
353.3997 	EXP 	line1: autoDraw = True
